canonical_row_index,paper_doi,mechanism_simple,log_estimated_power_density,log_internal_resistance_Mohm,has_missing_nonresistance_descriptor
133,10.1039/d5ta06289f,ion_gradient,0.0128376463500955,-2.0809219076239263,False
134,10.1039/d2ee00030j,ion_gradient,1.0059094893370626,-1.3979400086720375,False
135,10.1016/j.cej.2025.164788,ion_gradient,0.6434527751894676,-1.0,False
136,10.1039/d2ta05221k,ion_gradient,0.0746339840184191,-2.0,False
137,10.1021/acsami.4c21266,ion_gradient,0.7873542612984434,-1.6989700043360187,False
138,10.1021/acsami.4c03828,ion_gradient,0.6000195587643682,0.1643528557844371,False
139,10.1016/j.enconman.2025.120396,ion_gradient,0.7732378200953514,-1.619788758288394,False
140,10.1016/j.cej.2024.153411,ion_gradient,0.6720979503387888,-3.0,False
141,10.1016/j.cej.2024.151660,ion_gradient,0.4791505966286419,-2.5228787452803374,False
142,10.1038/s41467-025-60341-z,ion_gradient,0.7871061639417858,-2.0,False
144,10.1038/s41467-023-41371-x,ion_gradient,1.2020794682786262,-3.0,False
145,10.1016/j.nanoen.2022.107709,ion_gradient,1.0711914087490777,-0.8860566476931632,False
147,10.1038/s41467-022-30156-3,ion_gradient,1.0969100477516136,-2.397940008672037,False
148,10.1039/C9EE00252A,ion_gradient,1.3010300173787048,-1.3010299956639813,False
150,10.1002/adfm.202308620,ion_gradient,1.3802112598072092,-1.3979400086720375,False
151,10.1002/advs.202300750,ion_gradient,1.4525530785479546,-1.0,False
152,10.1038/s41467-024-50396-9,ion_gradient,1.8281441137549816,-2.0457574905606752,False
153,10.1016/j.cej.2023.142097,ion_gradient,2.1398790895482978,-1.0,False
155,10.1002/adma.202103897,ion_gradient,2.552059535406101,-2.096910013008056,False
156,10.1039/D3EE00843F,ion_gradient,2.505149979677076,-3.3010299956639813,False
157,10.1016/j.nanoen.2024.110291,ion_gradient,0.6109289592680012,0.4771212547196624,False
