paper_doi,review_covered,ref_year,device_structure,built_in_asymmetry,asymmetry_origin,primary_mobile_ion,secondary_ion_present,secondary_mobile_ion,ion_origin,auxiliary_redox_present,continuous_output,water_interaction_mode,rh_percent,inorganic_electrolyte_present,inorganic_electrolyte_type,inorganic_electrolyte_concentration_wt%,polyelectrolyte_present,active_material_raw,material_class,structure_class,ionic_groups,top_electrode,bottom_electrode,electrode_symmetry,metal_electrode,voc_V,jsc_uA_cm2,power_density_uW_cm2,internal_resistance_Mohm,output_timescale_class,stability_time_min,dominant_mechanism,has_anionic,has_cationic,has_zwitterionic,polyelectrolyte_anionic_raw,polyelectrolyte_cationic_raw,polyelectrolyte_zwitterionic_raw,has_any_polyelectrolyte,estimated_power_density_uW_cm2,log_estimated_power_density,ion_type,mechanism_simple,asym_env,asym_chem,asym_electrode,ion_from_material,ion_from_electrolyte,ion_from_water,log_internal_resistance_Mohm,has_internal_resistance
10.1016/j.cej.2021.132759,0,2022,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,62.0,0,,,0,holey graphene oxide (HGO),carbon,porous,"carboxyl, hydroxyl ",Ti,Ti,1,1.0,0.44,0.2,0.022,1.2,hours,180.0,streaming,0,0,0,,,,0,0.022,-1.6575575789681631,proton,streaming,1,0,0,1,0,0,0.07918124604762482,1
10.1016/j.jcis.2024.02.057,0,2024,in-plane,0,environmental_gradient,H+,0,,water_dissociation,0,1,evaporation_driven,,0,,,0,ZSM-5 zeolite ,metal oxide,porous,"silanol, aluminol",CNT,CNT,1,0.0,1.35,0.223,,,seconds,86.7,streaming,0,0,0,,,,0,0.0752625,-1.1234155894264268,proton,streaming,1,0,0,0,0,1,,0
10.1016/j.nanoen.2020.105522,1,2021,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,25.0,1,NaCl,,0,"MoS2, SiO2",semiconductor,porous,hydroxyl,Ag,Ag,1,1.0,0.8,0.055,0.0031,2.0,hours,120.0,ion_concentration_gradient,0,0,0,,,,0,0.011,-1.9585678353197349,other_cation,ion_gradient,1,0,0,0,1,0,0.3010299956639812,1
10.1002/adfm.201700551,1,2017,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,62.0,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,1.0,0.3,0.08,1.5,days,13200.0,streaming,0,0,0,,,,0,0.075,-1.1249329460538116,proton,streaming,1,0,0,1,0,0,0.17609125905568124,1
10.1021/acsami.9b23380,1,2020,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,60.0,0,,,0,Wood (Beech),biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.3,0.4,0.018,0.1,hours,1440.0,streaming,0,0,0,,,,0,0.03,-1.5228642690388767,proton,streaming,1,0,0,1,0,0,-1.0,1
10.1016/j.nanoen.2019.03.041,1,2019,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,1.2,0.475,,726.0,weeks,43200.0,streaming,0,0,0,,,,0,0.1425,-0.8461820879855898,proton,streaming,1,0,0,1,0,0,2.8609366207000937,1
10.1021/acsami.1c13487,1,2021,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,25.0,0,,,0,Carbonization of the PAN,polymer,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.284,0.485,0.083,0.02,seconds,100.0,streaming,0,0,0,,,,0,0.0344349999999999,-1.4629873008541796,proton,streaming,1,0,0,1,0,0,-1.6989700043360187,1
10.1002/adma.202003720,1,2020,in-plane,0,environmental_gradient,OH-,0,,water_dissociation,0,1,evaporation_driven,,0,,,0,"AlOOH, UIO-66",MOF/COF,porous,hydroxyl,Ag,Ag,1,1.0,1.63,0.49,0.15,,hours,120.0,streaming,0,0,0,,,,0,0.199675,-0.6996741318941417,anion,streaming,1,0,0,0,0,1,,0
10.1016/j.scib.2019.06.020,1,2019,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,30.0,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,1.2,0.5,,,hours,120.0,streaming,0,0,0,,,,0,0.15,-0.8239058456574236,proton,streaming,1,0,0,1,0,0,,0
10.1016/j.nanoen.2023.108491,1,2023,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,45.0,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",Pt,Pt,1,1.0,0.42,0.528,0.018,1.0,hours,180.0,streaming,0,0,0,,,,0,0.05544,-1.2561689448723472,proton,streaming,1,0,0,1,0,0,0.0,1
10.1038/s41467-024-49429-0,1,2024,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,10.0,0,,,1,Microbial Biofilm,biomass,film,"carboxyl, hydroxyl, amino",Ti,Ti,1,1.0,0.315,0.7,,,weeks,72000.0,streaming,0,0,1,,,Microbial Biofilm,1,0.0551249999999999,-1.2586435192376149,proton,streaming,1,0,0,1,0,0,,0
10.1021/acsami.2c18317,0,2023,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,,0,,,0,functionalized graphite,carbon,porous,"carboxyl, hydroxyl",Cu,Cu,0,1.0,0.5,0.71,0.035,0.1,hours,834.0,streaming,0,0,0,,,,0,0.08875,-1.051826744841486,proton,streaming,1,0,0,1,0,0,-1.0,1
10.1016/j.cej.2025.163895,0,2025,in-plane,0,environmental_gradient,Cl-,1,Na+,electrolyte,0,1,evaporation_driven,,1,NaCl,3.5,0,MIL-53Al/polydopamine (PDA) composite (MPH) ,composite,porous,"hydroxyl, carboxyl, Al-O, benzene carboxylate ",Cu,Cu,1,1.0,0.27,0.93,0.063,0.019,hours,333.0,ion_concentration_gradient,0,0,0,,,,0,0.062775,-1.2022063603988264,anion,ion_gradient,1,0,0,0,1,0,-1.7212463990471711,1
10.1021/acssuschemeng.3c01952,1,2023,in-plane,1,chemical + environmental,H+,0,,surface_group_dissociation,0,1,evaporation_driven,46.0,0,,,1,"Graphene Oxide (FGO), Deacetylated cellulose acetate (dCA)",biomass,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.316,0.997,,1.0,days,7200.0,streaming,1,0,0,Deacetylated cellulose acetate (dCA),,,1,0.078763,-1.1036722364925795,proton,streaming,1,1,0,1,0,0,0.0,1
10.1016/j.matt.2025.102200,0,2025,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,60.0,0,,,1,gelatin/Al2O3 hydrogel ,biomass,hydrogel,"hydroxyl, carboxyl, amino",Steel,Steel,1,1.0,0.4,1.0,0.055,0.00518,hours,180.0,streaming,0,0,1,,,gelatin,1,0.1,-0.9999956570768956,proton,streaming,1,0,0,1,0,0,-2.285670240254767,1
10.1021/acsami.4c12675,1,2024,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,50.0,0,,,0,"Starch, glass fiber",biomass,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,0.3,1.2,0.18,0.14,hours,1440.0,streaming,0,0,0,,,,0,0.09,-1.0457526650932398,proton,streaming,1,0,0,1,0,0,-0.8538719643217619,1
10.1039/c9gc04310a,1,2020,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,,0,,,1,"Gum Arabic, poly(acrylic acid) (PAA), carboxymethyl cellulose (CMC)",biomass,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.4,1.2,,,hours,150.0,streaming,1,0,0,"poly(acrylic acid) (PAA), carboxymethyl cellulose (CMC)",,,1,0.12,-0.9208151348467722,proton,streaming,1,0,0,1,0,0,,0
10.1038/s41598-021-90374-5,1,2021,in-plane,0,environmental_gradient,H+,0,,water_dissociation,0,1,evaporation_driven,,0,,,0,Al2O3,metal oxide,porous,hydroxyl,Steel,Steel,1,1.0,0.27,1.2,0.324,,days,10080.0,streaming,0,0,0,,,,0,0.081,-1.0915096194941762,proton,streaming,1,0,0,0,0,1,,0
10.1016/j.nanoen.2018.12.042,1,2019,in-plane,0,environmental_gradient,OH-,1,H+,water_dissociation,0,1,evaporation_driven,33.0,0,,,0,Ni-Al Layered Double Hydroxide (LDH),metal oxide,porous,hydroxyl,CNT,CNT,1,0.0,0.7,1.3,,0.27,hours,720.0,streaming,0,0,0,,,,0,0.2274999999999999,-0.6430166900243307,anion,streaming,1,0,0,0,0,1,-0.5686362358410126,1
10.1016/j.ceramint.2025.12.050,0,2026,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,52.0,0,,,0,SiO2,metal oxide,porous,silanol ,CNT,CNT,1,0.0,2.05,1.9,,1.1,hours,720.0,streaming,0,0,0,,,,0,0.97375,-0.0115520833175728,proton,streaming,1,0,0,1,0,0,0.04139268515822508,1
10.1016/j.jpowsour.2023.233007,1,2023,sandwich,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,53.0,0,,,0,Carbon Black (CB),carbon,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.75,10.0,1.7,0.005,hours,1800.0,streaming,0,0,0,,,,0,1.875,0.2730015036873995,proton,streaming,1,0,0,1,0,0,-2.3010299956639813,1
10.1002/adfm.202521733,0,2026,sandwich,1,chemical + environmental,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,40.0,1,NaCl,10.0,0,gradient oxidized delignified balsa wood ,biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.25,2.25,0.14,0.1,hours,33.0,ion_concentration_gradient,0,0,0,,,,0,0.140625,-0.8519343762392272,other_cation,ion_gradient,1,1,0,0,1,0,-1.0,1
10.1039/d5mh01101a,0,2025,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,35.0,0,,,0,SiO2@activated carbon (S@AC) composite film,carbon,porous,"silanol, carboxyl, hydroxyl",CNT,CNT,1,0.0,4.3,2.9,1.0,0.05,weeks,525600.0,streaming,0,0,0,,,,0,3.1175,0.4938066014591326,proton,streaming,1,0,0,1,0,0,-1.3010299956639813,1
10.1002/advs.202400856,1,2024,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,60.0,0,,,1,Microalgae,biomass,film,"carboxyl, hydroxyl, amino",Ti,Ti,1,1.0,0.25,3.3,0.825,0.075,days,4000.0,streaming,0,0,1,,,Microalgae,1,0.20625,-0.6856039371129267,proton,streaming,1,0,0,1,0,0,-1.1249387366083,1
10.1021/acsami.1c04508,1,2021,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,65.0,1,NaCl,3.5,0,Graphene Oxide (GO),carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,0.0,0.83,3.8,0.79,0.2,days,14400.0,ion_concentration_gradient,0,0,0,,,,0,0.7885,-0.1031977515497815,other_cation,ion_gradient,1,0,0,0,1,0,-0.6989700043360187,1
10.1016/j.nanoen.2020.104663,1,2020,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,55.0,0,,,0,"Carbon Black (CB), PVA",carbon,porous,"carboxyl, hydroxyl",Cu,Cu,1,1.0,0.658,5.25,0.675,0.02,days,9000.0,streaming,0,0,0,,,,0,0.8636250000000001,-0.0636742914344295,proton,streaming,1,0,0,1,0,0,-1.6989700043360187,1
10.1002/adfm.202208933,1,2023,sandwich,0,environmental_gradient,Na+,1,OH-,electrolyte,0,1,evaporation_driven,40.0,1,NaOH,0.4,0,wood,biomass,porous,"carboxyl, hydroxyl",Pt,Pt,1,1.0,1.0,5.4,1.35,0.1,hours,960.0,ion_concentration_gradient,0,0,0,,,,0,1.35,0.1303340901945032,other_cation,ion_gradient,1,0,0,0,1,0,-1.0,1
10.1016/j.ceramint.2024.03.066,0,2024,in-plane,0,environmental_gradient,H+,0,,water_dissociation,0,1,evaporation_driven,57.0,0,,,0,"Al₂O₃, nonwoven fabric, polyaniline (PANI), polyvinyl alcohol (PVA) ",metal oxide,porous,hydroxyl,Carbon,Carbon,1,0.0,0.55,6.0,,0.75,weeks,20160.0,streaming,0,0,0,,,,0,0.8250000000000001,-0.08354552503284,proton,streaming,1,0,0,0,0,1,-0.12493873660829995,1
10.1002/advs.202304482,1,2023,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,7.5,0,Wood Pulp and Polyester Fiber,biomass,porous,"carboxyl, hydroxyl",Ag,Ag,1,1.0,0.33,7.5,,0.8,seconds,60.0,ion_concentration_gradient,0,0,0,,,,0,0.61875,-0.2084840861688702,other_cation,ion_gradient,1,0,0,0,1,0,-0.09691001300805639,1
10.1002/adfm.202419753,1,2025,in-plane,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,45.0,1,NaCl,0.58,0,"Carbon Black (CB), paper",biomass,porous,"carboxyl, hydroxyl",Al,Al,1,1.0,1.2,9.0,0.25,1.0,hours,300.0,ion_concentration_gradient,0,0,0,,,,0,2.7,0.4313639250087656,other_cation,ion_gradient,1,0,0,0,1,0,0.0,1
10.1016/j.nanoen.2020.105096,1,2020,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,73.0,0,,,1,"Graphene Oxide (GO), PEDOT:PSS",carbon,porous,"carboxyl, hydroxyl, sulfonate",Cu,Cu,1,1.0,2.13,9.1,18.5,,seconds,60.0,ion_concentration_gradient + pyroelectricity,1,0,0,PEDOT:PSS,,,1,4.84575,0.68536109405565,proton,ion_gradient,1,0,0,1,0,0,,0
10.1002/adfm.202314231,0,2024,sandwich,0,environmental_gradient,Ca2+,1,Cl-,electrolyte,0,1,evaporation_driven,40.0,1,CaCl2,12.0,1,delignified balsa wood ,biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.77,9.25,0.522,0.053,hours,840.0,ion_concentration_gradient,1,0,0,delignified balsa wood,,,1,1.780625,0.2505727104835085,other_cation,ion_gradient,1,0,0,0,1,0,-1.275724130399211,1
10.1016/j.cej.2022.140568,0,2023,sandwich,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,70.0,1,"NaCl, KCl, K₂SO₄, K₂CO₃",26.5,0,cellulosic wood-PEDOT/PSS ,biomass,porous,"hydroxyl, sulfonate ",Ag,Ag,1,1.0,0.385,11.0,0.198,0.5,seconds,50.0,ion_concentration_gradient + thermo_diffusion,0,0,0,,,,0,1.05875,0.024793833534066,other_cation,ion_gradient,1,0,0,0,1,0,-0.3010299956639812,1
10.1021/jacs.3c13159,0,2024,in-plane,0,environmental_gradient,Na+,1,"Cl-, Li+, K+, Ca2+, Mg2+",electrolyte,0,1,evaporation_driven,50.0,1,NaCl,2.34,0,calcium-based metal-organic framework ,MOF/COF,porous,carboxyl,Carbon,Carbon,1,0.0,0.4,14.0,,,days,4320.0,ion_concentration_gradient,0,0,0,,,,0,1.4,0.1461283458884714,other_cation,ion_gradient,1,0,0,0,1,0,,0
10.1021/acsami.4c07729,0,2024,sandwich,1,chemical + environmental,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,18.5,1,NaCl,20.0,1,PSSA-modified silica aerogel,metal oxide,porous,"hydroxyl, silanol, sulfonic acid",Carbon,Carbon,1,0.0,0.92,14.17,1.74,0.01,hours,1200.0,ion_concentration_gradient,1,0,0,Poly(4-styrene sulfonic acid) (PSSA),,,1,3.2591,0.5130978195209875,other_cation,ion_gradient,1,1,0,0,1,0,-2.0,1
10.1016/j.nanoen.2025.110992,0,2025,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,25.0,0,,,0,COF/PAN,MOF/COF,porous,"sulfonate, hydroxyl",Ag,Ag,1,1.0,1.4,14.9,4.4,3.0,days,2880.0,streaming,0,0,0,,,,0,5.215,0.7172543960404865,proton,streaming,1,0,0,1,0,0,0.47712125471966244,1
10.1038/s41467-022-34496-y,1,2022,in-plane,0,environmental_gradient,H+,0,,surface_group_dissociation,0,1,evaporation_driven,30.0,0,,,0,Graphene oxide (GO),carbon,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,2.9,16.8,,,hours,240.0,streaming,0,0,0,,,,0,12.18,1.0856473239532165,proton,streaming,1,0,0,1,0,0,,0
10.1002/adfm.202418823,0,2025,sandwich,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,"FeCl3, NaCl",26.5,1,TOCNF/CCNT,biomass,porous,"carboxyl, hydroxyl ",Al,Al,1,1.0,0.857,22.0,3.82,0.005,hours,600.0,ion_concentration_gradient,1,0,0,TEMPO-oxidized cellulose nanofibrils (TOCNF),,,1,4.7135,0.6733436035558605,other_cation,ion_gradient,1,0,0,0,1,0,-2.3010299956639813,1
10.1016/j.nanoen.2019.104385,1,2020,in-plane,1,electrode + environmental,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,3.5,0,CNTs (Carbon Nanotubes),carbon,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.6,22.0,2.1,0.9,hours,360.0,ion_concentration_gradient,0,0,0,,,,0,3.3,0.518514071482256,other_cation,ion_gradient,1,0,1,0,1,0,-0.045757490560675115,1
10.1016/j.jpowsour.2024.235934,1,2025,in-plane,1,chemical + environmental,Ca2+,1,"Na+, K+, Cl-",electrolyte,0,1,evaporation_driven,,1,"NaCl, KCl, CaCl2",10.8,0,"cellulose, carbon",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.46,25.0,,8.0,weeks,21600.0,ion_concentration_gradient,0,0,0,,,,0,2.875,0.4586380000845733,other_cation,ion_gradient,1,1,0,0,1,0,0.9030899869919435,1
10.1002/eem2.70017,0,2025,sandwich,0,environmental_gradient,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,25.0,1,"NaCl, NaOH ",,0,walnut shell ,biomass,porous,"hydroxyl, carboxyl ",Carbon,Carbon,0,0.0,1.21,34.72,5.96,0.05,days,10080.0,ion_concentration_gradient,0,0,0,,,,0,10.5028,1.0213051368432924,other_cation,ion_gradient,1,0,0,0,1,0,-1.3010299956639813,1
10.1002/adfm.202510747,0,2025,in-plane,1,chemical,K+,1,"Na+, Li+, Ca2+, Cl-",electrolyte,0,1,evaporation_driven,22.0,1,"KCl, NaCl, LiCl, CaCl2",,0,"cellulose, carbon black (CB)",biomass,porous,"carboxyl, hydroxyl",Carbon,Carbon,1,0.0,0.6,45.0,12.5,0.048,days,6000.0,ion_concentration_gradient,0,0,0,,,,0,6.75,0.8293038371709434,other_cation,ion_gradient,0,1,0,0,1,0,-1.3187587626244128,1
10.1016/j.nanoen.2022.107241,1,2022,in-plane,1,chemical + environmental,Na+,1,Cl-,electrolyte,0,1,evaporation_driven,,1,NaCl,24.8,0,Graphene Oxide (GO),carbon,porous,"carboxyl, hydroxyl",CNT,CNT,1,1.0,0.96,68.4,,,hours,166.7,ion_concentration_gradient,0,0,0,,,,0,16.416,1.215267369887282,other_cation,ion_gradient,1,1,0,0,1,0,,0
10.1016/j.cej.2025.171723,0,2026,in-plane,0,environmental_gradient,H+,1,,water_dissociation,0,1,evaporation_driven,62.0,0,,,0,NaTi₃O₆(OH)·2H₂O@SnO₂,metal oxide,porous,"hydroxyl, Ti-O, Sn-O ",Carbon,Carbon,1,0.0,0.43,71.0,7.7,0.48,hours,167.0,streaming,0,0,0,,,,0,7.6325,0.8826668698713812,proton,streaming,1,0,0,0,0,1,-0.3187587626244128,1
